Time (in s),Radial Velocity (in m/s)
28200000,-0.1141680475
28300000,-0.113509795
28400000,-0.1145870899
28500000,-0.1149408976
28600000,-0.1316476714
28700000,-0.1250941372
28800000,-0.1214925691
28900000,-0.1168154386
29000000,-0.1173344325
29100000,-0.1166618069
29200000,-0.127288553
29300000,-0.1119408609
29400000,-0.1205702904
29500000,-0.1299782637
29600000,-0.1122797931
29700000,-0.1262860761
29800000,-0.117085601
29900000,-0.1125104235
30000000,-0.113688522
30100000,-0.1277095076
30200000,-0.1283131276
30300000,-0.1236614186
30400000,-0.1137220237
30500000,-0.1207636798
30600000,-0.1109867646
30700000,-0.1138071758
30800000,-0.122680346
30900000,-0.1267645808
31000000,-0.1266191059
31100000,-0.113132438
31200000,-0.1141426857
31300000,-0.1103673006
31400000,-0.1156483977
31500000,-0.1184956089
31600000,-0.1130898033
31700000,-0.1161302854
31800000,-0.1098415479
31900000,-0.1195175888
32000000,-0.1101431967
32100000,-0.1070762732
32200000,-0.11466719
32300000,-0.1064081804
32400000,-0.1205934372
32500000,-0.1050241813
32600000,-0.1109870518
32700000,-0.1112531743
32800000,-0.1109250184
32900000,-0.1100501875
33000000,-0.1157396162
33100000,-0.1077961739
33200000,-0.107830567
33300000,-0.1185087888
33400000,-0.1120318292
33500000,-0.1031258405
33600000,-0.1069670419
33700000,-0.1166469471
33800000,-0.1009852368
33900000,-0.1094671154
34000000,-0.1081906267
34100000,-0.09618555079
34200000,-0.09641702324
34300000,-0.0993185859
34400000,-0.1113720957
34500000,-0.09850597059
34600000,-0.1023102272
34700000,-0.0964387056
34800000,-0.09897614307
34900000,-0.1073044065
35000000,-0.1019150004
35100000,-0.09744796927
35200000,-0.09672886213
35300000,-0.1084989758
35400000,-0.09175446545
35500000,-0.09511937202
35600000,-0.09817255936
35700000,-0.09289279699
35800000,-0.105232779
35900000,-0.08950033213
36000000,-0.1015033971
36100000,-0.08611382929
36200000,-0.1003088017
36300000,-0.09183015788
36400000,-0.08970775105
36500000,-0.08597090542
36600000,-0.09013035495
36700000,-0.09820586934
36800000,-0.08801094834
36900000,-0.09561255415
37000000,-0.08227985258
37100000,-0.08975162182
37200000,-0.08056979668
37300000,-0.09363842226
37400000,-0.0955790521
37500000,-0.08343705213
37600000,-0.08611638275
37700000,-0.08368753045
37800000,-0.08142023524
37900000,-0.08303827367
38000000,-0.09417602956
38100000,-0.08321773372
38200000,-0.09142296625
38300000,-0.09330373859
38400000,-0.09140047107
38500000,-0.08289141543
38600000,-0.07680293003
38700000,-0.0855352459
38800000,-0.07272494683
38900000,-0.08677105455
39000000,-0.07762035042
39100000,-0.07787099222
39200000,-0.08208636507
39300000,-0.0737696245
39400000,-0.07279861993
39500000,-0.08451050058
39600000,-0.07418295352
39700000,-0.06584761976
39800000,-0.06992131175
39900000,-0.08210659272
40000000,-0.07687282916
40100000,-0.07460435927
40200000,-0.06804760648
40300000,-0.07081186451
40400000,-0.07904974832
40500000,-0.06629829008
40600000,-0.07848794134
40700000,-0.07344678402
40800000,-0.07788154296
40900000,-0.06412168746
41000000,-0.06465295123
41100000,-0.06995720086
41200000,-0.06041894636
41300000,-0.05841723071
41400000,-0.06982512676
41500000,-0.06099031085
41600000,-0.0738928814
41700000,-0.06615291012
41800000,-0.07230377357
41900000,-0.06407784752
42000000,-0.06898643386
42100000,-0.06290904594
42200000,-0.05212370683
42300000,-0.05582862504
42400000,-0.06060685983
42500000,-0.06345065178
42600000,-0.05595887245
42700000,-0.05663769594
42800000,-0.05362001072
42900000,-0.0595773388
43000000,-0.06720626498
43100000,-0.05185962899
43200000,-0.05837247169
43300000,-0.06480065438
43400000,-0.0652488201
43500000,-0.05852802459
43600000,-0.04489744959
43700000,-0.04916278043
43800000,-0.04520489982
43900000,-0.04535270244
44000000,-0.05087178818
44100000,-0.05646495094
44200000,-0.04538549946
44300000,-0.04671462809
44400000,-0.05690704636
44500000,-0.05163221404
44600000,-0.05887478942
44700000,-0.05587060175
44800000,-0.03910476282
44900000,-0.04631130594
45000000,-0.04952644507
45100000,-0.04152375384
45200000,-0.05527851102
45300000,-0.05437377691
45400000,-0.03900104607
45500000,-0.03582790276
45600000,-0.04849580048
45700000,-0.03898422514
45800000,-0.04984480313
45900000,-0.05019403251
46000000,-0.04420837398
46100000,-0.03785670098
46200000,-0.03862564207
46300000,-0.04585213445
46400000,-0.04888731467
46500000,-0.03205864891
46600000,-0.04534251201
46700000,-0.03033242058
46800000,-0.03800845961
46900000,-0.03358367682
47000000,-0.04386832354
47100000,-0.03893398616
47200000,-0.03677260335
47300000,-0.03285118037
47400000,-0.0408577808
47500000,-0.03246977562
47600000,-0.02385672574
47700000,-0.03105894519
47800000,-0.02587362398
47900000,-0.02557117551
48000000,-0.03226284156
48100000,-0.02414090054
48200000,-0.03951247041
48300000,-0.0281629914
48400000,-0.03267799715
48500000,-0.03222710614
48600000,-0.02877096741
48700000,-0.03436373392
48800000,-0.01957932315
48900000,-0.01738667548
49000000,-0.0183827085
49100000,-0.01952366935
49200000,-0.02969107363
49300000,-0.03389295217
49400000,-0.03177220093
49500000,-0.01408256455
49600000,-0.02217428087
49700000,-0.01729379671
49800000,-0.01357758136
49900000,-0.02473179666
50000000,-0.02014284452
50100000,-0.01101457625
50200000,-0.009329507178
50300000,-0.02145534304
50400000,-0.02093104299
50500000,-0.008737088937
50600000,-0.007361764481
50700000,-0.01756058171
50800000,-0.01791661588
50900000,-0.008001966215
51000000,-0.01228439107
51100000,-0.003518823224
51200000,-0.01928651832
51300000,-0.01966295319
51400000,-0.01181220639
51500000,-0.007818380279
51600000,-0.01052409491
51700000,-0.005871458841
51800000,-0.002406788615
51900000,-0.01197387998
52000000,-0.01108195669
52100000,-0.008367965044
52200000,-0.008894971461
52300000,0.00275972287
52400000,-0.01507020921
52500000,-0.008469520203
52600000,0.003133040664
52700000,0.005799312248
52800000,-0.001845449506
52900000,0.005603485981
53000000,0.0075621698
53100000,-0.007293358963
53200000,-0.001666430662
53300000,-0.003592980405
53400000,0.004212290679
53500000,0.001794337009
53600000,0.006951459215
53700000,0.004034483594
53800000,-0.005298430422
53900000,0.01234631612
54000000,0.01403710061
54100000,0.003371204977
54200000,0.005568759067
54300000,0.01286530168
54400000,5.53E-05
54500000,0.01160747192
54600000,0.006907709377
54700000,0.009864892125
54800000,0.01704333814
54900000,0.009671710721
55000000,0.003214001442
55100000,0.01566758904
55200000,0.02194509458
55300000,0.006245747709
55400000,0.007049183923
55500000,0.01668421609
55600000,0.01646607852
55700000,0.01954193917
55800000,0.01604734741
55900000,0.02128649244
56000000,0.01732423103
56100000,0.02335638994
56200000,0.01780637607
56300000,0.01711848821
56400000,0.0308805231
56500000,0.0301853406
56600000,0.0333256358
56700000,0.03376048227
56800000,0.02301966568
56900000,0.03355877022
57000000,0.02212857735
57100000,0.03005318174
57200000,0.02774316773
57300000,0.03535434258
57400000,0.03779366969
57500000,0.03220160081
57600000,0.03091502172
57700000,0.03315624513
57800000,0.03122381536
57900000,0.02693329821
58000000,0.02729731694
58100000,0.03209181656
58200000,0.03313299483
58300000,0.04712382709
58400000,0.04645732833
58500000,0.0422341071
58600000,0.03304918894
58700000,0.03246150084
58800000,0.04146638851
58900000,0.04697542168
59000000,0.03546772823
59100000,0.0434746053
59200000,0.04974661
59300000,0.0461260171
59400000,0.04485452736
59500000,0.03687748612
59600000,0.04349707919
59700000,0.03888902552
59800000,0.04717798265
59900000,0.04469196754
60000000,0.04769706128
60100000,0.05615284364
60200000,0.04891394628
60300000,0.0607692495
60400000,0.05559498863
60500000,0.06114505752
60600000,0.06291306904
60700000,0.05767235192
60800000,0.06159111871
60900000,0.0485667451
61000000,0.06334716706
61100000,0.05050443067
61200000,0.06776890084
61300000,0.06144064971
61400000,0.05186959006
61500000,0.07037614719
61600000,0.06578820572
61700000,0.06740173783
61800000,0.06155297212
61900000,0.07054134903
62000000,0.06764439251
62100000,0.05892202717
62200000,0.07080209942
62300000,0.06020747815
62400000,0.07161012321
62500000,0.06296808045
62600000,0.05888998612
62700000,0.06265078839
62800000,0.06161741733
62900000,0.06199841297
63000000,0.06324261218
63100000,0.06482826768
63200000,0.0693982481
63300000,0.07666654983
63400000,0.06556949735
63500000,0.07161954114
63600000,0.0769202358
63700000,0.07891764102
63800000,0.06598465098
63900000,0.06860685472
64000000,0.08337646066
64100000,0.08336529317
64200000,0.07963874035
64300000,0.08367237506
64400000,0.08692960157
64500000,0.07699618896
64600000,0.07168981636
64700000,0.08609235509
64800000,0.07148619007
64900000,0.08051359019
65000000,0.07891414957
65100000,0.08105397099
65200000,0.08850330433
65300000,0.075151744
65400000,0.07527866915
65500000,0.0938597564
65600000,0.09129005466
65700000,0.08299588997
65800000,0.08975044654
65900000,0.08302499938
66000000,0.0948825452
66100000,0.08756627732
66200000,0.09577934081
66300000,0.09680122043
66400000,0.09476380262
66500000,0.08596892744
66600000,0.07860730765
66700000,0.09467315938
66800000,0.0830538262
66900000,0.08179808141
67000000,0.08073108595
67100000,0.09083330216
67200000,0.09202651547
67300000,0.08824006417
67400000,0.08412856002
67500000,0.0960077749
67600000,0.09715182985
67700000,0.08635917231
67800000,0.08601180567
67900000,0.09530156603
68000000,0.09603626027
68100000,0.09661300759
68200000,0.08671598906
68300000,0.09656893298
68400000,0.09984523288
68500000,0.09575038296
68600000,0.08869712503
68700000,0.09901113239
68800000,0.09192789616
68900000,0.09256141165
69000000,0.09842729649
69100000,0.09709456782
69200000,0.09569064958
69300000,0.0926978624
69400000,0.08481608327
69500000,0.100157383
69600000,0.0921190567
69700000,0.09813419802
69800000,0.09238236147
69900000,0.09036308276
70000000,0.1003094764
70100000,0.08687587698
70200000,0.09090074565
70300000,0.09959110766
70400000,0.09716513109
70500000,0.09057567515
70600000,0.08966161799
70700000,0.08264592786
70800000,0.09115779357
70900000,0.09040597716
71000000,0.08214817273
71100000,0.09993880248
71200000,0.09664097311
71300000,0.09059006739
71400000,0.08734574289
71500000,0.1000328376
71600000,0.08119061497
71700000,0.08957746681
71800000,0.09517776504
71900000,0.09336595097
72000000,0.09876575719
72100000,0.09192186039
72200000,0.0839639163
72300000,0.09440178268
72400000,0.08878946164
72500000,0.08642616505
72600000,0.09476656831
72700000,0.08575190718
72800000,0.09600522794
72900000,0.0961306825
73000000,0.07781649739
73100000,0.09445636597
73200000,0.093668909
73300000,0.08582590529
73400000,0.08805491347
73500000,0.09238062657
73600000,0.09114849777
73700000,0.09338420802
73800000,0.08875670702
73900000,0.08583170475
74000000,0.08298154126
74100000,0.08133044231
74200000,0.08013636959
74300000,0.07476106404
74400000,0.07610417787
74500000,0.08135727681
74600000,0.07301755721
74700000,0.08668559427
74800000,0.07307205692
74900000,0.07893016216
75000000,0.0776967541
75100000,0.07109758699
75200000,0.08188848378
75300000,0.07225080771
75400000,0.07880527448
75500000,0.07340725535
75600000,0.07102059849
75700000,0.06615296869
75800000,0.0671943052
75900000,0.08234271978
76000000,0.06854809427
76100000,0.06424618157
76200000,0.07777711295
76300000,0.07062126883
76400000,0.06688211455
76500000,0.07538447301
76600000,0.0710344393
76700000,0.06791775803
76800000,0.06689393781
76900000,0.06910122341
77000000,0.06648260278
77100000,0.07537749511
77200000,0.0549043378
77300000,0.07242396297
77400000,0.06067272605
77500000,0.06848502552
77600000,0.06746649348
77700000,0.07034244517
77800000,0.07066863996
77900000,0.06534331817
78000000,0.06138071716
78100000,0.06438311709
78200000,0.05538877786
78300000,0.05569424183
78400000,0.04803899391
78500000,0.06087083852
78600000,0.05537890866
78700000,0.05272163859
78800000,0.06368358884
78900000,0.05787549972
79000000,0.06216307709
79100000,0.05577732551
79200000,0.05153229381
79300000,0.04481312002
79400000,0.04659434977
79500000,0.05225669582
79600000,0.04686475545
79700000,0.04194851466
79800000,0.04716502455
79900000,0.05480916245
80000000,0.05119717491
80100000,0.03623120831
80200000,0.05319468709
80300000,0.04210841997
80400000,0.03894008175
80500000,0.03890764294
80600000,0.04047915889
80700000,0.04006217056
80800000,0.04828574057
80900000,0.04565048476
81000000,0.04319506012
81100000,0.03428545227
81200000,0.0342278991
81300000,0.03604228055
81400000,0.03652614441
81500000,0.03182250817
81600000,0.02746926402
81700000,0.02613122821
81800000,0.02762987801
81900000,0.03707235809
82000000,0.02568717776
82100000,0.0332097022
82200000,0.02625480738
82300000,0.02821475089
82400000,0.02339261065
82500000,0.03964596125
82600000,0.02856644666
82700000,0.01970462222
82800000,0.02053320603
82900000,0.02335434202
83000000,0.03552143316
83100000,0.02698754918
83200000,0.0190319562
83300000,0.01709586383
83400000,0.03121014674
83500000,0.0314726327
83600000,0.0223454888
83700000,0.02698644477
83800000,0.01756713621
83900000,0.03169416442
84000000,0.02327889652
84100000,0.03011098385
84200000,0.0216648031
84300000,0.02109166028
84400000,0.0225683547
84500000,0.01163623899
84600000,0.01243677178
84700000,0.01780856009
84800000,0.02680970821
84900000,0.0168886112
85000000,0.02450166311
85100000,0.02251789219
85200000,0.0120947726
85300000,0.01724776559
85400000,0.01947486701
85500000,0.01452399574
85600000,0.0239193947
85700000,0.005987751178
85800000,0.01885190537
85900000,0.02192907487
86000000,0.01145443282
86100000,0.01530997745
86200000,0.01054007295
86300000,0.01620195571
86400000,0.01571486088
86500000,0.0135990696
86600000,0.00447217303
86700000,0.02079019255
86800000,0.009771674434
86900000,0.005673497178
87000000,0.02059488602
87100000,0.008120568239
87200000,0.02058358093
87300000,0.003283462813
87400000,0.001059332831
87500000,0.001935224562
87600000,0.0116279249
87700000,0.01892275208
87800000,0.003024370323
87900000,0.005173584841
88000000,0.01427463046
88100000,0.01941609635
88200000,0.01404763803
88300000,0.01067167762
88400000,0.01419236325
88500000,0.01039404333
88600000,0.01513937378
88700000,0.003900097962
88800000,0.01263040255
88900000,0.01297651256
89000000,0.0133118732
89100000,0.005737507071
89200000,4.38E-05
89300000,0.007276999954
89400000,0.01149190983
89500000,0.009664330938
89600000,0.005658891633
89700000,0.005046168723
89800000,0.01878182217
89900000,0.01238639749
90000000,0.001491307096
90100000,0.002324190796
90200000,0.008293397637
90300000,0.007998796605
90400000,0.01274397412
90500000,0.007076166871
90600000,0.004627153753
90700000,0.008645868979
90800000,0.01421528236
90900000,0.01944569574
91000000,0.001438699445
91100000,0.0006356267591
91200000,0.01101393987
91300000,0.01538097425
91400000,0.009444606285
91500000,0.01048891881
91600000,0.01657326117
91700000,0.000681860539
91800000,0.007284275857
91900000,0.01948528586
92000000,0.0179836516
92100000,0.01260135131
92200000,0.006146929798
92300000,0.01840744836
92400000,0.005595784066
92500000,0.02049089904
92600000,0.002954651058
92700000,0.01900402119
92800000,0.0147220219
92900000,0.006039854448
93000000,0.01632680778
93100000,0.01469224595
93200000,0.009338486262
93300000,0.01849244749
93400000,0.006628232537
93500000,0.01468199857
93600000,0.01984838574
93700000,0.01305449133
93800000,0.009768310987
93900000,0.02402778964
94000000,0.01817827416
94100000,0.01309003457
94200000,0.02103977976
94300000,0.02060062669
94400000,0.008797444372
94500000,0.02491104744
94600000,0.01326195484
94700000,0.01189251899
94800000,0.01655643484
94900000,0.01191630609
95000000,0.02429162075
95100000,0.01284641924
95200000,0.01738285015
95300000,0.01623508979
95400000,0.01566038211
95500000,0.02682217969
95600000,0.02930642905
95700000,0.02724142663
95800000,0.01894397864
95900000,0.02447460412
96000000,0.02393087853
96100000,0.01586352196
96200000,0.01423989114
96300000,0.02903823946
96400000,0.01970582256
96500000,0.02088145823
96600000,0.0342737726
96700000,0.03070645512
96800000,0.03154112563
96900000,0.03259016567
97000000,0.03521064641
97100000,0.02316416599
97200000,0.03609959442
97300000,0.02026385261
97400000,0.02657635887
97500000,0.03760112179
97600000,0.03926779139
97700000,0.03303481061
97800000,0.02025818394
97900000,0.02702426795
98000000,0.03664010344
98100000,0.04073801738
98200000,0.02921261722
98300000,0.02409469645
98400000,0.03112063224
98500000,0.03567779079
98600000,0.03178096264
98700000,0.03181213288
98800000,0.02621857634
98900000,0.02519848369
99000000,0.04039218198
99100000,0.0317644537
99200000,0.03623234373
99300000,0.04386623762
99400000,0.03450709215
99500000,0.03089190534
99600000,0.04180020238
99700000,0.02817189398
99800000,0.04788392226
99900000,0.0398462598
100000000,0.04131610426
100100000,0.04497750557
100200000,0.04526085991
100300000,0.04902879234
100400000,0.043349799
100500000,0.03982002028
100600000,0.03184369605
100700000,0.04095788947
100800000,0.03989256056
100900000,0.04699786307
101000000,0.05209099903
101100000,0.04503092817
101200000,0.04723496185
101300000,0.04832631856
101400000,0.04438817323
101500000,0.04290644108
101600000,0.04554293492
101700000,0.05439320501
101800000,0.04253890945
101900000,0.04024612265
102000000,0.05578420497
102100000,0.04850469961
102200000,0.04814121624
102300000,0.05467554418
102400000,0.043865921
102500000,0.05545233839
102600000,0.03794870198
102700000,0.03831267456
102800000,0.04676704648
102900000,0.05225649573
103000000,0.05284464625
103100000,0.05522743202
103200000,0.05915672899
103300000,0.04650561071
103400000,0.05837093814
103500000,0.04476104158
103600000,0.05936234411
103700000,0.04122942763
103800000,0.04991927284
103900000,0.04431724679
104000000,0.05676620916
104100000,0.05665569146
104200000,0.05445373316
104300000,0.05893406736
104400000,0.0469704902
104500000,0.05975817659
104600000,0.06263652207
104700000,0.05558509934
104800000,0.05543695264
104900000,0.06213765086
105000000,0.0571517752
105100000,0.0636663111
105200000,0.05389902791
105300000,0.04980622555
105400000,0.05302779383
105500000,0.04561090962
105600000,0.04632902844
105700000,0.05854069038
105800000,0.06082161266
105900000,0.05381264871
106000000,0.05498478549
106100000,0.05108243024
106200000,0.06109114654
106300000,0.05672932981
106400000,0.05197530679
106500000,0.04932233377
106600000,0.06537575392
106700000,0.05248707887
106800000,0.05914857961
106900000,0.06218911568
107000000,0.06146774802
107100000,0.05123725614
107200000,0.05131351096
107300000,0.06741957772
107400000,0.06643669373
107500000,0.05905616832
107600000,0.06842550411
107700000,0.05623871286
107800000,0.05125236405
107900000,0.05937652411
108000000,0.05522555499
108100000,0.05375639623
108200000,0.06007275824
108300000,0.05966430299
108400000,0.05066735457
108500000,0.0668540966
108600000,0.0602539705
108700000,0.06424440636
108800000,0.06734026493
108900000,0.05813433538
109000000,0.0557167012
109100000,0.05107204971
109200000,0.05171322436
109300000,0.0607404197
109400000,0.06655412644
109500000,0.0511255763
109600000,0.07016367855
109700000,0.05196114142
109800000,0.05454679256
109900000,0.0672412773
110000000,0.06253959194
110100000,0.05555593176
110200000,0.05596914229
110300000,0.05711208162
110400000,0.06447733784
110500000,0.06296149948
110600000,0.06711899989
110700000,0.06148300902
110800000,0.06004330245
110900000,0.06788691533
111000000,0.066954106
111100000,0.07182389134
111200000,0.0718984237
111300000,0.07120171942
111400000,0.06635182267
111500000,0.06738375334
111600000,0.06792530468
111700000,0.0707521602
111800000,0.05674965256
111900000,0.06221772785
112000000,0.0558818902
112100000,0.07161733404
112200000,0.06879484724
112300000,0.0620061994
112400000,0.06406844225
112500000,0.06636702002
112600000,0.06866221753
112700000,0.05899101078
112800000,0.0693910606
112900000,0.05709970956
113000000,0.06453082344
113100000,0.06782140925
113200000,0.0633456962
113300000,0.05624007668
113400000,0.07391204829
113500000,0.05580229288
113600000,0.0574232449
113700000,0.07414671719
113800000,0.07312347946
113900000,0.06659876894
114000000,0.07206544551
114100000,0.05614004195
114200000,0.07414609805
114300000,0.07248115495
114400000,0.06711003176
114500000,0.07033159527
114600000,0.0607079822
114700000,0.06239838158
114800000,0.05698787781
114900000,0.06726249749
115000000,0.07042545019
115100000,0.06865235507
115200000,0.06064004774
115300000,0.07458471557
115400000,0.07405365892
115500000,0.05718935293
115600000,0.0727243856
115700000,0.05892089267
115800000,0.0607584823
115900000,0.06650964651
116000000,0.07240982554
116100000,0.06370603306
116200000,0.06090197605
116300000,0.06330948501
116400000,0.07072918574
116500000,0.06024964655
116600000,0.06701906184
116700000,0.07031900893
116800000,0.06134727818
116900000,0.07789555294
117000000,0.06035387154
117100000,0.06676870263
117200000,0.07674007606
117300000,0.06076118215
117400000,0.07818323617
117500000,0.07874197108
117600000,0.07648650647
117700000,0.073222806
117800000,0.07184672648
117900000,0.0656366772
118000000,0.06320668908
118100000,0.07252430415
118200000,0.06995209883
118300000,0.07263554462
118400000,0.07191313701
118500000,0.06993171237
118600000,0.07700616087
118700000,0.06376732918
118800000,0.07335140211
118900000,0.06584016514
119000000,0.07310965933
119100000,0.07154582951
119200000,0.0777354164
119300000,0.06437081391
119400000,0.06593980903
119500000,0.07564464794
119600000,0.06839435702
119700000,0.0665295408
119800000,0.06460711599
119900000,0.06374659239
120000000,0.07485522542
120100000,0.08054591568
120200000,0.08332015366
120300000,0.07457691672
120400000,0.08287544704
120500000,0.06988108426
120600000,0.07349532771
120700000,0.08090398788
120800000,0.06698402538
120900000,0.07719890855
121000000,0.06714722912
121100000,0.0702541378
121200000,0.07440331384
121300000,0.07494325397
121400000,0.06736767444
121500000,0.08081355318
121600000,0.06987700362
121700000,0.07536468377
121800000,0.0766078816
121900000,0.07975785579
122000000,0.07364314611
122100000,0.06772427267
122200000,0.07044486407
122300000,0.0747413317
122400000,0.08515584158
122500000,0.07712354818
122600000,0.0778833056
122700000,0.07574858712
122800000,0.06991928775
122900000,0.08453091179
123000000,0.08680072008
123100000,0.08057549153
123200000,0.08517252403
123300000,0.06916171647
